point_id,w_grav,w_strong,w_em,w_weak,w_exp,w_cool,alc,dmax_grav,seed,arm,phys,viable_d1,estable_d1,expande_d1,acelera_d1,gfin_d1,viable_d2,estable_d2,expande_d2,acelera_d2,gfin_d2,viable_d3,estable_d3,expande_d3,acelera_d3,gfin_d3,viable_d4,estable_d4,expande_d4,acelera_d4,gfin_d4,viable_curv,estable_curv,expande_curv,acelera_curv,gfin_curv
0,0.06043765414506197,0.5029462669044733,0.21592710819095373,0.08305789902806282,0.4123128214851022,0.3510311869904399,0.5469221919775009,4,7,async,0,0,0,0,0,0.051,0,1,0,0,0.979,0,1,0,0,0.997,0,1,0,0,0.996,0,1,0,0,0.97
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,0,sync,0,0,0,0,0,0.031,0,0,0,0,0.304,0,0,0,0,0.918,1,1,1,1,0.805,1,1,1,0,0.607
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,0,async,0,0,0,0,0,0.047,0,0,0,0,0.983,0,1,0,0,0.732,1,1,1,0,0.859,1,1,1,1,0.712
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,1,sync,0,0,0,0,0,0.031,0,1,0,0,0.491,1,1,1,0,0.717,1,1,1,0,0.824,1,1,1,0,0.618
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,1,async,0,0,0,0,0,0.035,0,0,0,0,0.422,1,1,1,0,0.743,1,1,1,0,0.816,1,1,1,0,0.704
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,2,sync,0,0,0,0,0,0.043,0,0,0,0,0.419,0,1,0,0,0.671,1,1,1,0,0.812,1,1,1,1,0.64
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,2,async,0,0,0,0,0,0.039,0,0,1,1,0.315,0,1,0,0,0.77,1,1,1,0,0.848,1,1,1,0,0.729
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,3,sync,0,0,0,0,0,0.043,0,0,0,0,0.26,1,1,1,0,0.711,1,1,1,1,0.785,1,1,1,1,0.626
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,3,async,0,0,0,0,0,0.047,0,0,0,0,0.491,1,1,1,1,0.732,0,1,0,0,0.77,1,1,1,0,0.679
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,4,sync,0,0,0,0,0,0.031,0,0,0,0,0.401,1,1,1,0,0.749,1,1,1,0,0.777,1,1,1,0,0.612
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,4,async,0,0,0,0,0,0.043,0,1,0,0,0.952,1,1,1,1,0.764,1,1,1,1,0.816,1,1,1,0,0.695
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,5,sync,0,0,0,0,0,0.031,0,0,0,0,0.183,0,1,0,0,0.732,1,1,1,1,0.789,1,1,1,1,0.623
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,5,async,0,0,0,0,0,0.035,0,0,0,0,0.505,1,1,1,0,0.764,1,1,1,1,0.82,0,1,0,0,0.662
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,6,sync,0,0,0,0,0,0.027,0,0,0,0,0.149,1,1,1,1,0.708,1,1,1,1,0.797,1,1,1,0,0.64
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,6,async,0,0,0,0,0,0.035,0,1,0,0,0.64,0,1,0,0,0.758,1,1,1,0,0.832,1,1,1,0,0.64
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,7,sync,0,0,0,0,0,0.027,0,0,0,0,0.208,0,1,0,0,0.694,1,1,1,1,0.801,1,1,1,1,0.593
5,0.6574444556608796,0.07525585312396288,0.08734114281833172,0.3458733391016722,0.999781021848321,0.8030693577602506,0.08733484987169504,2,7,async,0,0,0,0,0,0.039,0,0,0,0,0.938,0,1,0,0,0.802,1,1,1,1,0.832,1,1,1,0,0.679
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,0,sync,0,0,0,0,0,0.035,0,1,0,0,0.827,0,1,0,0,0.974,0,1,0,0,0.988,0,1,0,0,0.947
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,0,async,0,0,0,0,0,0.035,0,1,0,0,0.844,0,1,0,0,0.953,0,1,0,0,0.984,1,1,1,0,0.936
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,1,sync,0,0,0,0,0,0.059,0,1,0,0,0.855,0,1,0,0,0.956,0,1,0,0,0.973,1,1,1,0,0.903
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,1,async,0,0,0,0,0,0.039,0,1,0,0,0.875,0,1,0,0,0.974,0,1,0,0,0.988,0,1,0,0,0.939
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,2,sync,0,0,0,0,0,0.035,1,1,1,1,0.862,0,1,0,0,0.968,0,1,0,0,0.98,1,1,1,1,0.909
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,2,async,0,0,0,0,0,0.039,0,1,0,0,0.903,0,1,0,0,0.959,0,1,0,0,0.984,0,1,0,0,0.925
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,3,sync,0,0,0,0,0,0.027,0,1,0,0,0.837,0,1,0,0,0.974,1,1,1,1,0.988,1,1,1,1,0.942
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,3,async,0,0,0,0,0,0.043,1,1,1,0,0.913,0,1,0,0,0.98,0,1,0,0,0.957,0,1,0,0,0.95
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,4,sync,0,0,0,0,0,0.035,0,1,0,0,0.893,0,1,0,0,0.98,0,1,0,0,0.98,1,1,1,0,0.9
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,4,async,0,0,0,0,0,0.031,0,1,0,0,0.9,0,1,0,0,0.959,0,1,0,0,0.98,1,1,1,0,0.917
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,5,sync,0,0,0,0,0,0.023,0,1,0,0,0.858,0,1,0,0,0.959,1,1,1,1,0.992,0,1,0,0,0.934
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,5,async,0,0,0,0,0,0.035,0,0,0,0,0.945,0,1,0,0,0.965,0,1,0,0,0.992,0,1,0,0,0.92
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,6,sync,0,0,0,0,0,0.035,1,1,1,0,0.875,0,1,0,0,0.962,0,1,0,0,0.977,1,1,1,1,0.909
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,6,async,0,0,0,0,0,0.043,1,1,1,1,0.879,0,1,0,0,0.974,0,1,0,0,0.984,0,1,0,0,0.936
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,7,sync,0,0,0,0,0,0.039,0,1,0,0,0.913,0,1,0,0,0.965,0,1,0,0,0.988,1,1,1,1,0.928
15,0.0923876715824008,0.04470232408493757,0.7016535112634301,0.4804700082167983,0.6615471821278334,0.3884801119565964,0.12522650137543678,3,7,async,0,0,0,0,0,0.031,0,1,0,0,0.869,0,1,0,0,0.974,0,1,0,0,0.996,1,1,1,0,0.898
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,0,sync,0,0,0,0,0,0.043,0,1,0,0,0.782,0,1,0,0,0.91,1,1,1,1,0.945,1,1,1,0,0.837
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,0,async,0,0,0,0,0,0.055,0,1,0,0,0.789,0,1,0,0,0.901,1,1,1,1,0.957,0,1,0,0,0.856
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,1,sync,0,0,0,0,0,0.047,0,1,0,0,0.789,0,1,0,0,0.889,0,1,0,0,0.926,0,1,0,0,0.823
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,1,async,0,0,0,0,0,0.059,0,1,0,0,0.775,0,1,0,0,0.901,0,1,0,0,0.961,1,1,1,1,0.859
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,2,sync,0,0,0,0,0,0.062,0,1,0,0,0.789,0,0,0,0,0.994,0,1,0,0,0.949,0,1,0,0,0.817
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,2,async,0,0,0,0,0,0.051,0,0,0,0,0.948,0,1,0,0,0.898,0,1,0,0,0.957,0,1,0,0,0.809
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,3,sync,0,0,0,0,0,0.043,0,1,0,0,0.772,0,1,0,0,0.895,1,1,1,1,0.93,0,1,0,0,0.831
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,3,async,0,0,0,0,0,0.098,0,1,0,0,0.758,0,1,0,0,0.918,0,1,0,0,0.934,0,1,0,0,0.817
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,4,sync,0,0,0,0,0,0.043,0,1,0,0,0.716,0,1,0,0,0.918,1,1,1,1,0.922,0,1,0,0,0.809
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,4,async,0,0,0,0,0,0.055,0,0,0,0,0.958,0,1,0,0,0.901,1,1,1,1,0.957,1,1,1,1,0.814
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,5,sync,0,0,0,0,0,0.043,0,1,0,0,0.806,0,1,0,0,0.936,1,1,1,0,0.93,0,1,0,0,0.85
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,5,async,0,0,0,0,0,0.047,0,1,0,0,0.758,0,1,0,0,0.886,0,1,0,0,0.93,0,1,0,0,0.834
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,6,sync,0,0,0,0,0,0.066,0,1,0,0,0.734,0,1,0,0,0.892,0,1,0,0,0.941,1,1,1,0,0.812
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,6,async,0,0,0,0,0,0.051,0,1,0,0,0.761,0,1,0,0,0.904,0,1,0,0,0.961,0,1,0,0,0.801
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,7,sync,0,0,0,0,0,0.059,0,1,0,0,0.761,0,1,0,0,0.898,1,1,1,0,0.938,0,1,0,0,0.798
11,0.3912847675383091,0.434759302996099,0.011087886989116669,0.64046910405159,0.7727611260488629,0.3100574482232332,0.41972625348716974,4,7,async,0,0,0,0,0,0.059,0,1,0,0,0.768,0,1,0,0,0.93,1,1,1,0,0.949,0,1,0,0,0.82
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,0,sync,0,0,0,0,0,0.039,0,1,0,0,0.754,0,1,0,0,0.924,0,1,0,0,0.965,0,1,0,0,0.848
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,0,async,0,0,0,0,0,0.035,0,1,0,0,0.965,0,1,0,0,0.93,0,1,0,0,0.949,0,1,0,0,0.917
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,1,sync,0,0,0,0,0,0.035,0,1,0,0,0.81,0,1,0,0,0.945,0,1,0,0,0.957,0,1,0,0,0.859
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,1,async,0,0,0,0,0,0.055,0,1,0,0,0.851,0,1,0,0,0.942,0,1,0,0,0.98,0,1,0,0,0.898
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,2,sync,0,0,0,0,0,0.043,0,1,0,0,0.813,0,1,0,0,0.91,0,1,0,0,0.961,1,1,1,1,0.873
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,2,async,0,0,0,0,0,0.066,0,1,0,0,0.813,0,1,0,0,0.95,0,1,0,0,0.973,0,1,0,0,0.864
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,3,sync,0,0,0,0,0,0.035,0,1,0,0,0.737,0,1,0,0,0.933,0,1,0,0,0.949,0,1,0,0,0.864
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,3,async,0,0,0,0,0,0.043,0,1,0,0,0.813,0,1,0,0,0.924,0,1,0,0,0.988,0,1,0,0,0.856
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,4,sync,0,0,0,0,0,0.035,0,1,0,0,0.792,0,1,0,0,0.927,0,1,0,0,0.941,0,1,0,0,0.906
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,4,async,0,0,0,1,0,0.047,0,0,0,0,0.979,0,1,0,0,0.927,0,1,0,0,0.957,0,1,0,0,0.873
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,5,sync,0,0,0,0,0,0.039,0,0,0,0,0.775,0,1,0,0,0.939,0,1,0,0,0.969,0,1,0,0,0.867
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,5,async,0,0,0,0,0,0.035,0,1,0,0,0.827,0,1,0,0,0.93,0,1,0,0,0.977,0,1,0,0,0.861
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,6,sync,0,0,0,0,0,0.035,0,1,0,0,0.765,0,1,0,0,0.936,0,1,0,0,0.969,0,1,0,0,0.873
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,6,async,0,0,0,0,0,0.039,0,1,0,0,0.837,0,1,0,0,0.936,0,1,0,0,0.953,0,1,0,0,0.892
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,7,sync,0,0,0,0,0,0.023,0,1,0,0,0.768,0,1,0,0,0.933,0,1,0,0,0.934,0,1,0,0,0.864
12,0.27901512011885643,0.6481529315933585,0.41636981815099716,0.6241127178072929,0.8794570211321115,0.23503056168556213,0.5806767288595438,4,7,async,0,0,0,0,0,0.039,0,0,0,0,0.952,0,1,0,0,0.93,0,1,0,0,0.949,0,1,0,0,0.892
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,0,sync,0,0,0,0,0,0.098,0,1,0,0,0.997,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.994
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,0,async,0,0,0,0,0,0.074,0,1,0,0,0.993,0,1,0,0,0.994,0,1,0,0,1.0,0,1,0,0,0.997
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,1,sync,0,0,0,0,0,0.062,0,1,0,0,1.0,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.997
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,1,async,0,0,0,0,0,0.098,0,1,0,0,0.99,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.994
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,2,sync,0,0,0,0,0,0.102,0,1,0,0,0.99,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.994
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,2,async,0,0,0,0,0,0.113,0,1,0,0,0.993,0,1,0,0,0.994,0,1,0,0,1.0,0,1,0,0,0.997
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,3,sync,0,0,0,0,0,0.117,0,1,0,0,0.997,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.986
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,3,async,0,0,0,0,0,0.121,0,1,0,0,0.993,0,1,0,0,1.0,0,1,0,0,0.996,0,1,0,0,0.994
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,4,sync,0,0,0,0,0,0.121,0,1,0,0,0.976,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,4,async,0,0,0,0,0,0.066,0,1,0,0,0.993,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.997
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,5,sync,0,0,0,0,0,0.086,0,1,0,0,0.997,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.997
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,5,async,0,0,0,0,0,0.094,0,1,0,0,0.986,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.983
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,6,sync,0,0,0,0,0,0.07,0,1,0,0,0.993,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.994
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,6,async,0,0,0,0,0,0.082,0,1,0,0,0.99,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,0.997
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,7,sync,0,0,0,0,0,0.102,0,1,0,0,0.986,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,0.997
7,0.17282691318541765,0.29053003527224064,0.3712071320042014,0.1619163267314434,0.3026562612503767,0.1666290918365121,0.45249957870692015,4,7,async,0,0,0,0,0,0.105,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,0.996,0,1,0,0,0.997
16,0.11077398341149092,0.9625603221356869,0.2793155573308468,0.6882094079628587,0.18185999616980553,0.5415470590814948,0.3385443054139614,3,0,sync,0,0,0,0,0,0.105,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,0.994
16,0.11077398341149092,0.9625603221356869,0.2793155573308468,0.6882094079628587,0.18185999616980553,0.5415470590814948,0.3385443054139614,3,0,async,0,0,0,0,0,0.172,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0
16,0.11077398341149092,0.9625603221356869,0.2793155573308468,0.6882094079628587,0.18185999616980553,0.5415470590814948,0.3385443054139614,3,1,sync,0,0,0,0,0,0.109,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0
16,0.11077398341149092,0.9625603221356869,0.2793155573308468,0.6882094079628587,0.18185999616980553,0.5415470590814948,0.3385443054139614,3,1,async,0,0,0,0,0,0.211,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0
16,0.11077398341149092,0.9625603221356869,0.2793155573308468,0.6882094079628587,0.18185999616980553,0.5415470590814948,0.3385443054139614,3,2,sync,0,0,0,0,0,0.082,0,1,0,0,0.997,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0
16,0.11077398341149092,0.9625603221356869,0.2793155573308468,0.6882094079628587,0.18185999616980553,0.5415470590814948,0.3385443054139614,3,2,async,0,0,0,0,0,0.082,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0,0,1,0,0,1.0
