contraste,objetivo,medida,descripcion,media_a,media_b,delta,delta_rel_rango,rango_entre_brazos
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",tri_por_arista_media,A  triángulos por arista con triángulo,1.0,1.5617840867906272,-0.5617840867906272,-0.40556763980437144,1.3851797620283708
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",gini_tri_nodo,B  Gini de concentración por nodo,0.7543212858226314,0.8696152909822663,-0.1152940051596349,-0.4392982219953675,0.26245042521672374
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",frac_aristas_multi_tri,C  solapamiento: aristas en >1 triángulo,0.0,0.5617840867906272,-0.5617840867906272,-0.7000452851831241,0.8024967793957367
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",frac_aristas_en_triangulo,D  soporte: fracción de aristas con triángulo,0.27455006402423277,0.17359085446145867,0.1009592095627741,0.5959838709944556,0.1693992312146201
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",tri_por_arista_max,E  cola: máximo de triángulos en una arista,1.0,2.0,-1.0,-0.3333333333333333,3.0
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",frac_nodos_en_triangulo,soporte: nodos que tocan algún triángulo,0.3050625,0.16725,0.1378125,0.5053862021544809,0.27268749999999997
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",tri_por_nodo_max,máximo de triángulos en un solo nodo,2.25,4.875,-2.625,-0.375,7.0
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",gini_tri_arista,Gini de la carga por arista,0.0,0.1539021335436273,-0.1539021335436273,-0.7974442501348172,0.19299422312921355
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",frac_aristas_carga3mas,fracción de aristas del soporte con >=3,0.0,0.0,0.0,0.0,0.4491782875238606
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",n_comp_tri,nº de cúmulos de triángulos,5.5,22.75,-17.25,-0.12861136999068035,134.125
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",frac_mayor_comp_tri,fracción de triángulos en el cúmulo mayor,0.5877153524222771,0.21788835484939578,0.3698269975728813,0.6495503729455042,0.5693584562130779
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",modularidad_tri,modularidad de la partición inducida,0.09558037900313224,0.15469987114811232,-0.05911949214498009,-0.353430686325853,0.1672732290440497
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",dist_media_tri,distancia media entre triángulos (saltos),7.470841343435195,9.052881800351898,-1.5820404569167037,-0.5734013053626156,2.759045788910841
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",clustering_local,clustering local medio (NO explicativa: falla en el signo),0.10225,0.08123749999999999,0.0210125,0.40481637567730283,0.05190625
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",transitividad,transitividad global (fija por diseño),0.08504389737067279,0.08504389737067279,0.0,nan,0.0
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",asortatividad,asortatividad de grados,-0.2051154855891721,-0.20759446688606703,0.002478981296894965,0.10326354068416925,0.02400635578124239
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",pendiente_corr,pendiente corregida log(diám)-log(N_cajas),0.7693103836236694,0.8391143349202288,-0.06980395129655928,-0.29418414578868995,0.2372797864732618
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",gigante,tamaño de la componente gigante,1861.125,1860.0,1.125,0.03557312252964427,31.625
abanico - malla,"C3  solapamiento, con la concentración por nodo lo más pareja posible",solapamiento_aristas,aristas compartidas con el grafo original,0.0015754842047103047,0.0017616618800016688,-0.00018617767529136391,-0.2892636542928367,0.0006436262300098254
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,tri_por_arista_media,A  triángulos por arista con triángulo,2.385179762028371,1.0288312966107187,1.356348465417652,0.9791858808502227,1.3851797620283708
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,gini_tri_nodo,B  Gini de concentración por nodo,0.9352202995038428,0.6727698742871191,0.26245042521672374,1.0,0.26245042521672374
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,frac_aristas_multi_tri,C  solapamiento: aristas en >1 triángulo,0.8024967793957367,0.028786300210430698,0.773710479185306,0.9641290769638898,0.8024967793957367
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,frac_aristas_en_triangulo,D  soporte: fracción de aristas con triángulo,0.10515083280961261,0.2561557759008042,-0.15100494309119156,-0.8914145714148848,0.1693992312146201
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,tri_por_arista_max,E  cola: máximo de triángulos en una arista,4.0,1.75,2.25,0.75,3.0
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,frac_nodos_en_triangulo,soporte: nodos que tocan algún triángulo,0.0905,0.36275,-0.27225,-0.9983955993582398,0.27268749999999997
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,tri_por_nodo_max,máximo de triángulos en un solo nodo,8.75,2.0,6.75,0.9642857142857143,7.0
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,gini_tri_arista,Gini de la carga por arista,0.19299422312921355,0.022948038733925945,0.17004618439528757,0.8810946858312863,0.19299422312921355
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,frac_aristas_carga3mas,fracción de aristas del soporte con >=3,0.4491782875238606,4.499640028797696e-05,0.4491332911235726,0.9998998250771736,0.4491782875238606
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,n_comp_tri,nº de cúmulos de triángulos,25.25,139.625,-114.375,-0.8527493010251631,134.125
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,frac_mayor_comp_tri,fracción de triángulos en el cúmulo mayor,0.09942462703854535,0.0972980168169864,0.0021266102215589527,0.003735099037087254,0.5693584562130779
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,modularidad_tri,modularidad de la partición inducida,0.10460156104286775,0.21658189681672668,-0.11198033577385896,-0.6694456513682179,0.1672732290440497
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,dist_media_tri,distancia media entre triángulos (saltos),8.05972097223987,7.694369309358999,0.3653516628808723,0.13241957213950342,2.759045788910841
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,clustering_local,clustering local medio (NO explicativa: falla en el signo),0.06619791666666666,0.11788541666666667,-0.0516875,-0.99578567128236,0.05190625
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,transitividad,transitividad global (fija por diseño),0.08504389737067279,0.08504389737067279,0.0,nan,0.0
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,asortatividad,asortatividad de grados,-0.21080380297636012,-0.19725782484311363,-0.0135459781332465,-0.5642663241636529,0.02400635578124239
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,pendiente_corr,pendiente corregida log(diám)-log(N_cajas),0.9054737387710133,0.7514626098340562,0.15401112893695718,0.6490697384132724,0.2372797864732618
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,gigante,tamaño de la componente gigante,1832.125,1860.25,-28.125,-0.8893280632411067,31.625
solap - disp,C4  ancla: el eje de F7-03 sobre estos mismos grafos base,solapamiento_aristas,aristas compartidas con el grafo original,0.0015155034009646687,0.0016908165162720897,-0.00017531311530742124,-0.27238342244806424,0.0006436262300098254
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,tri_por_arista_media,A  triángulos por arista con triángulo,1.0172740229602708,1.0288312966107187,-0.011557273650447841,-0.008343518991011023,1.3851797620283708
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,gini_tri_nodo,B  Gini de concentración por nodo,0.6991477356857176,0.6727698742871191,0.026377861398598636,0.100506072248946,0.26245042521672374
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,frac_aristas_multi_tri,C  solapamiento: aristas en >1 triángulo,0.008779635440216352,0.028786300210430698,-0.02000666477021435,-0.024930523441201783,0.8024967793957367
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,frac_aristas_en_triangulo,D  soporte: fracción de aristas con triángulo,0.263518292096238,0.2561557759008042,0.007362516195433804,0.04346251244851209,0.1693992312146201
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,tri_por_arista_max,E  cola: máximo de triángulos en una arista,2.625,1.75,0.875,0.2916666666666667,3.0
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,frac_nodos_en_triangulo,soporte: nodos que tocan algún triángulo,0.3575625,0.36275,-0.005187499999999993,-0.019023607609443022,0.27268749999999997
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,tri_por_nodo_max,máximo de triángulos en un solo nodo,4.75,2.0,2.75,0.39285714285714285,7.0
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,gini_tri_arista,Gini de la carga por arista,0.015814836426385454,0.022948038733925945,-0.0071332023075404895,-0.03696070375518269,0.19299422312921355
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,frac_aristas_carga3mas,fracción de aristas del soporte con >=3,0.005864935573786023,4.499640028797696e-05,0.005819939173498045,0.012956857744796683,0.4491782875238606
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,n_comp_tri,nº de cúmulos de triángulos,109.375,139.625,-30.25,-0.2255358807082945,134.125
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,frac_mayor_comp_tri,fracción de triángulos en el cúmulo mayor,0.1945171415289724,0.0972980168169864,0.09721912471198599,0.17075205198252558,0.5693584562130779
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,modularidad_tri,modularidad de la partición inducida,0.1681676319571181,0.21658189681672668,-0.0484142648596086,-0.28943223692333453,0.1672732290440497
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,dist_media_tri,distancia media entre triángulos (saltos),7.743848114995733,7.694369309358999,0.049478805636734235,0.017933303548494733,2.759045788910841
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,clustering_local,clustering local medio (NO explicativa: falla en el signo),0.11273124999999998,0.11788541666666667,-0.00515416666666667,-0.09929761188039339,0.05190625
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,transitividad,transitividad global (fija por diseño),0.08504389737067279,0.08504389737067279,0.0,nan,0.0
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,asortatividad,asortatividad de grados,-0.19796849529302335,-0.19725782484311363,-0.0007106704499097441,-0.029603429041280546,0.02400635578124239
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,pendiente_corr,pendiente corregida log(diám)-log(N_cajas),0.790139723451624,0.7514626098340562,0.03867711361756784,0.16300214271276,0.2372797864732618
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,gigante,tamaño de la componente gigante,1859.625,1860.25,-0.625,-0.019762845849802372,31.625
cola - disp,C5  control de ruido: dos brazos que salieron casi IDÉNTICOS,solapamiento_aristas,aristas compartidas con el grafo original,0.0015216588204709967,0.0016908165162720897,-0.00016915769580109317,-0.26281976699195564,0.0006436262300098254
