n,n_pos,n_neg,n_cero,p_signos,W,p_wilcoxon,n_pos_extremidad
40,16,24,0,0.26818725105476915,319.0,0.22650754260575923,4
40,16,24,0,0.26818725105476915,318.0,0.2213606056466233,4
40,23,17,0,0.42959050784338615,350.0,0.42797189528209856,3
40,14,26,0,0.0806904677519924,290.0,0.10879914976976579,6
40,20,20,0,1.0,400.0,0.8995151304461615,0
40,24,16,0,0.26818725105476915,302.0,0.14990237551683094,4
40,22,18,0,0.6358280026288412,399.0,0.8890015714441688,2
40,24,16,0,0.26818725105476915,313.0,0.19685455255421402,4
40,15,25,0,0.1538599441628321,248.0,0.02884993747647968,5
40,26,14,0,0.0806904677519924,243.0,0.02407598106947262,6
40,24,16,0,0.26818725105476915,298.0,0.13508384089254832,4
40,18,21,1,0.7492586247608418,303.0,0.22471533650341335,2
40,23,17,0,0.42959050784338615,365.0,0.5536995567435952,3
40,20,20,0,1.0,403.0,0.9311522501084255,0
40,21,19,0,0.8746293123804207,344.0,0.3826448613508546,1
40,18,22,0,0.6358280026288412,328.0,0.2765956516359438,2
40,18,22,0,0.6358280026288412,409.0,0.9946976143110078,2
40,20,20,0,1.0,380.0,0.6948266715426143,0
40,23,17,0,0.42959050784338615,374.0,0.6367651425298391,3
40,24,16,0,0.26818725105476915,355.0,0.4679718594561564,4
40,17,23,0,0.42959050784338615,327.0,0.27069234351074556,3
40,17,23,0,0.42959050784338615,348.0,0.4125340336249792,3
40,24,16,0,0.26818725105476915,303.0,0.1537894909415627,4
40,21,19,0,0.8746293123804207,402.0,0.9205922683031531,1
40,18,22,0,0.6358280026288412,307.0,0.17008811905543553,2
40,24,16,0,0.26818725105476915,318.0,0.2213606056466233,4
40,13,27,0,0.03847730828420026,242.0,0.023206125308206538,7
40,19,21,0,0.8746293123804207,402.0,0.9205922683031531,1
40,18,22,0,0.6358280026288412,390.0,0.7954479165618977,2
40,23,17,0,0.42959050784338615,328.0,0.2765956516359438,3
40,21,19,0,0.8746293123804207,369.0,0.589975534387122,1
40,12,28,0,0.01658900337497471,218.0,0.00899504264089046,8
40,20,20,0,1.0,353.0,0.45173393898585346,0
40,19,21,0,0.8746293123804207,333.0,0.3073915451623179,1
40,23,15,2,0.2558750795433298,289.0,0.23723130750598986,3
40,25,15,0,0.1538599441628321,284.0,0.0918240616483672,5
40,21,19,0,0.8746293123804207,375.0,0.6463036218483467,1
40,23,17,0,0.42959050784338615,308.0,0.17435350978121278,3
40,21,19,0,0.8746293123804207,372.0,0.617864971896779,1
40,22,18,0,0.6358280026288412,402.0,0.9205922683031531,2
40,19,21,0,0.8746293123804207,333.0,0.3073915451623179,1
40,13,27,0,0.03847730828420026,225.0,0.012015921452984912,7
40,19,21,0,0.8746293123804207,375.0,0.6463036218483467,1
40,20,20,0,1.0,382.0,0.7145974449867936,0
40,20,20,0,1.0,407.0,0.9734926504152099,0
40,19,21,0,0.8746293123804207,355.0,0.4679718594561564,1
40,17,23,0,0.42959050784338615,373.0,0.6272851643807371,3
40,25,15,0,0.1538599441628321,289.0,0.1058129653429205,5
40,23,17,0,0.42959050784338615,325.0,0.259140549798758,3
40,16,24,0,0.26818725105476915,329.0,0.2825841121848498,4
40,25,15,0,0.1538599441628321,329.0,0.2825841121848498,5
40,23,17,0,0.42959050784338615,302.0,0.14990237551683094,3
40,19,21,0,0.8746293123804207,372.0,0.617864971896779,1
40,19,21,0,0.8746293123804207,403.0,0.9311522501084255,1
40,17,23,0,0.42959050784338615,394.0,0.8367550107286661,3
40,17,23,0,0.42959050784338615,345.0,0.3899927400161687,3
40,22,18,0,0.6358280026288412,408.0,0.9840937587196095,2
40,22,18,0,0.6358280026288412,356.0,0.47620780297620513,2
40,22,18,0,0.6358280026288412,353.0,0.45173393898585346,2
40,25,15,0,0.1538599441628321,263.0,0.048164484947847086,5
40,24,16,0,0.26818725105476915,349.0,0.42021225081225566,4
40,21,19,0,0.8746293123804207,382.0,0.7145974449867936,1
40,22,18,0,0.6358280026288412,341.0,0.3611039877814619,2
40,22,18,0,0.6358280026288412,374.0,0.6367651425298391,2
40,22,18,0,0.6358280026288412,368.0,0.5808067661073437,2
40,19,21,0,0.8746293123804207,381.0,0.7046876743079338,1
40,18,22,0,0.6358280026288412,348.0,0.4125340336249792,2
40,24,16,0,0.26818725105476915,326.0,0.26487403590545,4
40,17,23,0,0.42959050784338615,367.0,0.5717037787562731,3
40,16,24,0,0.26818725105476915,263.0,0.048164484947847086,4
40,18,22,0,0.6358280026288412,338.0,0.34032321635640983,2
40,23,17,0,0.42959050784338615,290.0,0.10879914976976579,3
40,22,18,0,0.6358280026288412,399.0,0.8890015714441688,2
40,23,17,0,0.42959050784338615,304.0,0.1577509693797765,3
40,18,22,0,0.6358280026288412,395.0,0.8471556244439853,2
40,21,19,0,0.8746293123804207,380.0,0.6948266715426143,1
40,20,19,1,1.0,387.0,0.9666063228557329,0
40,24,16,0,0.26818725105476915,339.0,0.34716529149409325,4
40,14,26,0,0.0806904677519924,247.0,0.027836266126541886,6
40,16,24,0,0.26818725105476915,315.0,0.20641296513713314,4
40,21,19,0,0.8746293123804207,383.0,0.7245544941888511,1
40,21,19,0,0.8746293123804207,389.0,0.7852034492480016,1
40,19,21,0,0.8746293123804207,384.0,0.7345573100628826,1
40,20,20,0,1.0,403.0,0.9311522501084255,0
40,22,18,0,0.6358280026288412,333.0,0.3073915451623179,2
40,22,18,0,0.6358280026288412,303.0,0.1537894909415627,2
40,27,13,0,0.03847730828420026,244.0,0.02497325502190506,7
40,23,17,0,0.42959050784338615,326.0,0.26487403590545,3
40,24,16,0,0.26818725105476915,359.0,0.5013747400735156,4
40,25,15,0,0.1538599441628321,327.0,0.27069234351074556,5
40,23,17,0,0.42959050784338615,343.0,0.3753805605592788,3
40,20,20,0,1.0,410.0,1.0,0
40,22,18,0,0.6358280026288412,360.0,0.5099141109240009,2
40,21,19,0,0.8746293123804207,376.0,0.6558992899281293,1
40,23,17,0,0.42959050784338615,403.0,0.9311522501084255,3
40,23,17,0,0.42959050784338615,263.0,0.048164484947847086,3
40,20,20,0,1.0,404.0,0.9417240968323313,0
40,18,22,0,0.6358280026288412,389.0,0.7852034492480016,2
40,17,23,0,0.42959050784338615,344.0,0.3826448613508546,3
40,22,18,0,0.6358280026288412,366.0,0.5626676823321759,2
40,19,21,0,0.8746293123804207,377.0,0.6655508074145473,1
40,21,19,0,0.8746293123804207,326.0,0.26487403590545,1
40,21,19,0,0.8746293123804207,375.0,0.6463036218483467,1
40,23,17,0,0.42959050784338615,316.0,0.21131373006210197,3
40,20,20,0,1.0,407.0,0.9734926504152099,0
40,26,14,0,0.0806904677519924,235.0,0.017831046616265667,6
40,23,17,0,0.42959050784338615,401.0,0.9100459608780511,3
40,18,22,0,0.6358280026288412,385.0,0.7446043581785489,2
40,20,20,0,1.0,354.0,0.45981367328386114,0
40,19,21,0,0.8746293123804207,356.0,0.47620780297620513,1
40,17,22,1,0.5223973804968411,295.0,0.1849308689534782,3
40,22,18,0,0.6358280026288412,361.0,0.5185272742000961,2
40,23,17,0,0.42959050784338615,341.0,0.3611039877814619,3
40,20,20,0,1.0,374.0,0.6367651425298391,0
40,17,22,1,0.5223973804968411,315.0,0.29527263896829836,3
40,20,20,0,1.0,365.0,0.5536995567435952,0
40,15,25,0,0.1538599441628321,356.0,0.47620780297620513,5
40,20,20,0,1.0,362.0,0.5272133391008538,0
40,15,25,0,0.1538599441628321,318.0,0.2213606056466233,5
40,15,25,0,0.1538599441628321,291.0,0.11185002994352544,5
40,21,19,0,0.8746293123804207,390.0,0.7954479165618977,1
40,22,17,1,0.5223973804968411,372.0,0.8016672445815889,2
40,23,17,0,0.42959050784338615,343.0,0.3753805605592788,3
40,19,20,1,1.0,335.0,0.44276950312094654,1
40,25,15,0,0.1538599441628321,311.0,0.18761708125202858,5
40,23,17,0,0.42959050784338615,346.0,0.3974238318751304,3
40,17,23,0,0.42959050784338615,346.0,0.3974238318751304,3
40,18,22,0,0.6358280026288412,395.0,0.8471556244439853,2
40,19,21,0,0.8746293123804207,361.0,0.5185272742000961,1
40,21,19,0,0.8746293123804207,346.0,0.3974238318751304,1
40,20,20,0,1.0,336.0,0.32689447529082827,0
40,19,21,0,0.8746293123804207,399.0,0.8890015714441688,1
40,19,21,0,0.8746293123804207,328.0,0.2765956516359438,1
40,16,24,0,0.26818725105476915,359.0,0.5013747400735156,4
40,17,23,0,0.42959050784338615,348.0,0.4125340336249792,3
40,16,24,0,0.26818725105476915,307.0,0.17008811905543553,4
40,23,17,0,0.42959050784338615,313.0,0.19685455255421402,3
40,20,20,0,1.0,401.0,0.9100459608780511,0
40,15,25,0,0.1538599441628321,261.0,0.0450981847334333,5
40,23,17,0,0.42959050784338615,394.0,0.8367550107286661,3
40,23,17,0,0.42959050784338615,329.0,0.2825841121848498,3
40,24,16,0,0.26818725105476915,325.0,0.259140549798758,4
40,16,24,0,0.26818725105476915,369.0,0.589975534387122,4
40,21,19,0,0.8746293123804207,369.0,0.589975534387122,1
40,22,18,0,0.6358280026288412,357.0,0.48452077669571736,2
40,19,21,0,0.8746293123804207,357.0,0.48452077669571736,1
40,22,18,0,0.6358280026288412,381.0,0.7046876743079338,2
40,16,24,0,0.26818725105476915,326.0,0.26487403590545,4
40,18,22,0,0.6358280026288412,344.0,0.3826448613508546,2
40,23,17,0,0.42959050784338615,316.0,0.21131373006210197,3
40,22,18,0,0.6358280026288412,341.0,0.3611039877814619,2
40,22,18,0,0.6358280026288412,337.0,0.33356623058170953,2
40,23,17,0,0.42959050784338615,407.0,0.9734926504152099,3
40,23,17,0,0.42959050784338615,341.0,0.3611039877814619,3
40,16,23,1,0.3367836351899315,260.0,0.06965467718486189,4
40,18,22,0,0.6358280026288412,326.0,0.26487403590545,2
40,22,18,0,0.6358280026288412,333.0,0.3073915451623179,2
40,16,24,0,0.26818725105476915,295.0,0.12471638389069994,4
40,20,20,0,1.0,409.0,0.9946976143110078,0
40,19,20,1,1.0,382.0,0.9111088680466222,1
40,21,19,0,0.8746293123804207,369.0,0.589975534387122,1
40,19,21,0,0.8746293123804207,398.0,0.8785070700851065,1
40,17,23,0,0.42959050784338615,306.0,0.16589964473860164,3
40,18,22,0,0.6358280026288412,374.0,0.6367651425298391,2
40,23,17,0,0.42959050784338615,348.0,0.4125340336249792,3
40,19,21,0,0.8746293123804207,408.0,0.9840937587196095,1
40,22,17,1,0.5223973804968411,340.0,0.4853336182011502,2
40,16,24,0,0.26818725105476915,403.0,0.9311522501084255,4
40,16,24,0,0.26818725105476915,267.0,0.05481029127986403,4
40,17,23,0,0.42959050784338615,393.0,0.826382224491681,3
40,23,17,0,0.42959050784338615,335.0,0.32030806105103693,3
40,23,17,0,0.42959050784338615,311.0,0.18761708125202858,3
40,17,23,0,0.42959050784338615,364.0,0.5448004511072213,3
40,25,15,0,0.1538599441628321,296.0,0.12810258085846726,5
40,26,14,0,0.0806904677519924,314.0,0.20159339489509875,6
40,20,20,0,1.0,399.0,0.8890015714441688,0
40,19,21,0,0.8746293123804207,384.0,0.7345573100628826,1
40,15,25,0,0.1538599441628321,317.0,0.2162961354260915,5
40,23,17,0,0.42959050784338615,377.0,0.6655508074145473,3
40,24,16,0,0.26818725105476915,380.0,0.6948266715426143,4
40,21,19,0,0.8746293123804207,395.0,0.8471556244439853,1
40,16,24,0,0.26818725105476915,327.0,0.27069234351074556,4
40,20,20,0,1.0,377.0,0.6655508074145473,0
40,23,17,0,0.42959050784338615,369.0,0.589975534387122,3
40,25,15,0,0.1538599441628321,282.0,0.08665273707811139,5
40,23,17,0,0.42959050784338615,358.0,0.49291002014433616,3
40,14,26,0,0.0806904677519924,245.0,0.02589861064188881,6
40,22,18,0,0.6358280026288412,398.0,0.8785070700851065,2
40,23,17,0,0.42959050784338615,284.0,0.0918240616483672,3
40,20,20,0,1.0,370.0,0.599208943085614,0
40,18,22,0,0.6358280026288412,378.0,0.6752568088832049,2
40,19,21,0,0.8746293123804207,388.0,0.7749952346202917,1
40,23,17,0,0.42959050784338615,394.0,0.8367550107286661,3
40,17,23,0,0.42959050784338615,407.0,0.9734926504152099,3
40,21,19,0,0.8746293123804207,390.0,0.7954479165618977,1
40,23,17,0,0.42959050784338615,387.0,0.7648249070225575,3
40,21,19,0,0.8746293123804207,357.0,0.48452077669571736,1
40,24,16,0,0.26818725105476915,356.0,0.47620780297620513,4
40,17,23,0,0.42959050784338615,363.0,0.5359713830403052,3
40,18,22,0,0.6358280026288412,386.0,0.7546940826050559,2
40,21,19,0,0.8746293123804207,376.0,0.6558992899281293,1
40,24,16,0,0.26818725105476915,341.0,0.3611039877814619,4
40,18,22,0,0.6358280026288412,390.0,0.7954479165618977,2
40,21,19,0,0.8746293123804207,381.0,0.7046876743079338,1
40,23,17,0,0.42959050784338615,323.0,0.24792719178185507,3
40,21,19,0,0.8746293123804207,351.0,0.4358124383925315,1
40,20,20,0,1.0,387.0,0.7648249070225575,0
40,20,20,0,1.0,341.0,0.3611039877814619,0
40,22,18,0,0.6358280026288412,345.0,0.3899927400161687,2
40,17,23,0,0.42959050784338615,289.0,0.1058129653429205,3
40,15,25,0,0.1538599441628321,323.0,0.24792719178185507,5
40,18,22,0,0.6358280026288412,399.0,0.8890015714441688,2
40,19,21,0,0.8746293123804207,398.0,0.8785070700851065,1
40,23,17,0,0.42959050784338615,348.0,0.4125340336249792,3
40,17,23,0,0.42959050784338615,350.0,0.42797189528209856,3
40,19,21,0,0.8746293123804207,386.0,0.7546940826050559,1
40,21,19,0,0.8746293123804207,321.0,0.23705031063764181,1
40,22,17,1,0.5223973804968411,350.0,0.5767078777344308,2
40,19,21,0,0.8746293123804207,391.0,0.8057269839482615,1
40,12,28,0,0.01658900337497471,224.0,0.011536851214259514,8
40,21,19,0,0.8746293123804207,386.0,0.7546940826050559,1
40,19,21,0,0.8746293123804207,343.0,0.3753805605592788,1
40,17,23,0,0.42959050784338615,365.0,0.5536995567435952,3
40,20,20,0,1.0,341.0,0.3611039877814619,0
40,20,20,0,1.0,351.0,0.4358124383925315,0
40,15,25,0,0.1538599441628321,348.0,0.4125340336249792,5
40,25,15,0,0.1538599441628321,313.0,0.19685455255421402,5
40,19,21,0,0.8746293123804207,386.0,0.7546940826050559,1
40,25,15,0,0.1538599441628321,280.0,0.08171383123044507,5
40,16,24,0,0.26818725105476915,389.0,0.7852034492480016,4
40,20,20,0,1.0,398.0,0.8785070700851065,0
40,15,25,0,0.1538599441628321,319.0,0.22650754260575923,5
40,20,20,0,1.0,388.0,0.7749952346202917,0
40,20,20,0,1.0,375.0,0.6463036218483467,0
40,20,20,0,1.0,397.0,0.8680334030395898,0
40,17,23,0,0.42959050784338615,369.0,0.589975534387122,3
40,19,21,0,0.8746293123804207,387.0,0.7648249070225575,1
40,22,18,0,0.6358280026288412,325.0,0.259140549798758,2
40,20,20,0,1.0,399.0,0.8890015714441688,0
40,21,19,0,0.8746293123804207,356.0,0.47620780297620513,1
40,14,26,0,0.0806904677519924,296.0,0.12810258085846726,6
40,15,25,0,0.1538599441628321,283.0,0.08920892782589362,5
40,22,18,0,0.6358280026288412,316.0,0.21131373006210197,2
40,15,24,1,0.19959086691960698,301.0,0.21423847520737893,5
40,24,16,0,0.26818725105476915,302.0,0.14990237551683094,4
40,20,20,0,1.0,397.0,0.8680334030395898,0
40,20,20,0,1.0,408.0,0.9840937587196095,0
40,26,14,0,0.0806904677519924,322.0,0.2424468300960143,6
40,18,22,0,0.6358280026288412,394.0,0.8367550107286661,2
40,18,22,0,0.6358280026288412,360.0,0.5099141109240009,2
40,21,19,0,0.8746293123804207,398.0,0.8785070700851065,1
40,25,15,0,0.1538599441628321,299.0,0.13868038851069286,5
40,19,21,0,0.8746293123804207,363.0,0.5359713830403052,1
40,20,20,0,1.0,360.0,0.5099141109240009,0
40,23,17,0,0.42959050784338615,327.0,0.27069234351074556,3
40,16,24,0,0.26818725105476915,386.0,0.7546940826050559,4
40,20,20,0,1.0,389.0,0.7852034492480016,0
40,22,18,0,0.6358280026288412,371.0,0.6085058219759958,2
40,19,21,0,0.8746293123804207,370.0,0.599208943085614,1
40,12,27,1,0.023702702470473014,306.0,0.24110881087790803,8
40,18,22,0,0.6358280026288412,354.0,0.45981367328386114,2
40,19,21,0,0.8746293123804207,280.0,0.08171383123044507,1
40,18,22,0,0.6358280026288412,364.0,0.5448004511072213,2
40,19,21,0,0.8746293123804207,399.0,0.8890015714441688,1
40,24,16,0,0.26818725105476915,339.0,0.34716529149409325,4
40,24,16,0,0.26818725105476915,342.0,0.36820016943056544,4
40,18,22,0,0.6358280026288412,370.0,0.599208943085614,2
40,21,19,0,0.8746293123804207,389.0,0.7852034492480016,1
40,17,23,0,0.42959050784338615,347.0,0.40493773964954016,3
40,18,22,0,0.6358280026288412,299.0,0.13868038851069286,2
40,19,21,0,0.8746293123804207,339.0,0.34716529149409325,1
40,21,19,0,0.8746293123804207,372.0,0.617864971896779,1
40,22,18,0,0.6358280026288412,383.0,0.7245544941888511,2
40,18,22,0,0.6358280026288412,296.0,0.12810258085846726,2
40,20,20,0,1.0,347.0,0.40493773964954016,0
40,26,14,0,0.0806904677519924,295.0,0.12471638389069994,6
40,20,20,0,1.0,379.0,0.6850159026034817,0
40,22,18,0,0.6358280026288412,363.0,0.5359713830403052,2
40,20,20,0,1.0,334.0,0.3138070678778604,0
40,16,24,0,0.26818725105476915,348.0,0.4125340336249792,4
40,25,15,0,0.1538599441628321,283.0,0.08920892782589362,5
40,22,18,0,0.6358280026288412,394.0,0.8367550107286661,2
40,17,23,0,0.42959050784338615,302.0,0.14990237551683094,3
40,21,19,0,0.8746293123804207,373.0,0.6272851643807371,1
40,25,15,0,0.1538599441628321,320.0,0.23173732552095316,5
40,23,17,0,0.42959050784338615,375.0,0.6463036218483467,3
40,17,23,0,0.42959050784338615,358.0,0.49291002014433616,3
40,15,25,0,0.1538599441628321,325.0,0.259140549798758,5
40,22,18,0,0.6358280026288412,261.0,0.0450981847334333,2
40,22,17,1,0.5223973804968411,304.0,0.23008892553214522,2
40,24,16,0,0.26818725105476915,305.0,0.1617874718067469,4
40,16,24,0,0.26818725105476915,314.0,0.20159339489509875,4
40,25,15,0,0.1538599441628321,352.0,0.443733318028535,5
